7,-4.006866,0.465248,-0.660258,10.229301,-10.505676,-6.729126
-7.553447,-1.585263,-15.672808,-3.655909,0.404211,-0.919661,10.229301,-10.330582,-6.729126
-7.557040,-1.610410,-15.712325,-2.435187,0.480507,-0.416114,10.402679,-10.680771,-6.897354
-7.553447,-1.688248,-15.703942,-1.107652,-0.236667,-0.248264,10.576057,-10.505676,-6.729126
-7.541472,-1.694235,-15.810519,1.074388,0.251621,0.545205,10.749435,-10.680771,-6.729126
-7.511535,-1.681062,-15.781780,3.012284,0.099031,1.231861,10.749435,-10.505676,-6.897354
-7.483992,-1.684655,-15.820100,4.507668,0.694133,1.109789,10.576057,-10.855865,-6.897354
-7.431302,-1.658310,-15.832075,2.142519,1.197681,0.789349,10.229301,-10.505676,-6.897354
-7.410944,-1.599633,-15.774594,6.277714,1.777523,0.758831,10.576057,-10.680771,-6.560898
-7.523510,-1.527783,-15.681190,5.484245,1.640192,0.377356,10.229301,-10.855865,-6.729126
-7.612124,-1.422403,-15.584192,3.653162,1.014572,0.667277,10.402679,-10.680771,-6.224442
-7.681580,-1.398453,-15.567428,0.876020,-0.419776,0.011139,10.402679,-10.505676,-6.560898
-7.662419,-1.405638,-15.602156,-1.489128,-1.091173,-0.431373,10.576057,-10.680771,-6.560898
-7.582187,-1.445155,-15.657240,-3.411765,-1.838865,-0.629740,10.576057,-10.680771,-6.560898
-7.505547,-1.528980,-15.659635,-4.479896,-1.747311,-0.416114,10.576057,-10.680771,-6.560898
-7.489979,-1.588855,-15.747053,-4.647746,-1.365835,-0.141451,10.576057,-10.680771,-6.560898
-7.541472,-1.660705,-15.737473,-3.152361,-1.472648,0.026398,10.576057,-10.680771,-6.560898
-7.567817,-1.742135,-15.696758,-1.428092,-1.747311,0.545205,10.576057,-10.680771,-6.560898
-7.499559,-1.790035,-15.798545,0.677653,-1.442130,0.484169,10.576057,-10.680771,-6.560898
-7.437290,-1.754110,-15.854827,3.042802,-1.167468,0.758831,10.576057,-10.680771,-6.560898
-7.458844,-1.671483,-15.862013,4.171969,-0.480812,0.911421,10.229301,-10.680771,-6.560898
-7.475609,-1.594843,-15.882370,4.553445,-0.145113,0.804608,10.576057,-10.680771,-6.729126
-7.468424,-1.542153,-15.817705,4.034638,-0.358740,0.957198,10.402679,-10.680771,-6.560898
-7.442080,-1.416415,-15.754237,1.852598,-0.740215,0.697795,10.576057,-10.855865,-6.560898
-7.410944,-1.293072,-15.715917,-1.931640,-0.770733,0.667277,10.055923,-10.505676,-6.729126
-7.474412,-1.327800,-15.726695,-6.524605,-0.557107,-0.156710,10.402679,-10.330582,-6.897354
-7.498362,-1.412822,-15.798545,-8.325170,-0.648661,-0.782330,10.576057,-10.680771,-6.560898
-7.503152,-1.569695,-15.896740,-8.355687,-0.663920,-0.782330,10.402679,-10.505676,-6.897354
-7.530694,-1.707407,-15.926678,-6.387274,-0.587625,-0.736553,10.229301,-11.030960,-6.560898
-7.507942,-1.754110,-15.960207,-3.732204,-0.984360,-0.141451,10.749435,-10.155487,-6.897354
-7.499559,-1.737345,-15.920690,-1.168688,-0.343481,0.102693,10.229301,-10.505676,-6.897354
-7.483992,-1.646335,-15.966195,0.570840,0.419470,0.178988,10.229301,-10.505676,-6.729126
-7.476807,-1.606817,-15.938652,2.188296,0.633097,0.117952,10.749435,-10.155487,-6.560898
