
0.709471,0.607037,-0.022429,2.619211,-0.255436,-0.125429,-0.346756,-3.326797,-4.710388
0.655583,0.762712,-0.048774,1.856260,-0.469062,0.027161,-0.693512,-3.326797,-4.878616
0.674743,0.784267,-0.065539,0.833906,-0.377508,-0.247501,-0.520134,-3.151703,-4.710388
0.738211,0.801032,-0.078712,0.543984,0.080262,-0.201724,-0.346756,-3.501892,-4.710388
0.746593,0.738762,-0.036799,-0.646220,0.232853,-0.186465,-0.866890,-3.151703,-4.710388
0.725038,0.733972,-0.042787,-1.287099,0.126040,-0.018616,-0.520134,-3.326797,-4.542160
0.685521,0.636974,-0.027219,-1.226062,0.263371,-0.125429,-0.866890,-2.976608,-4.710388
0.714261,0.551952,-0.058354,-1.119249,-0.591134,0.179751,-0.693512,-3.501892,-4.542160
0.716656,0.523212,-0.032009,-0.188449,-0.469062,0.423896,-0.693512,-3.501892,-4.542160
0.750186,0.525607,-0.049972,0.269322,-0.835279,0.561227,-0.693512,-3.501892,-4.542160
0.772938,0.551952,-0.120624,1.078050,-0.469062,0.057679,-0.693512,-3.501892,-4.542160
0.778926,0.589074,-0.095477,1.398489,-0.270695,0.332341,-0.693512,-3.501892,-4.542160
0.713063,0.629789,-0.108649,1.230640,-0.011292,-0.171206,-0.693512,-3.501892,-4.542160
0.693903,0.630987,-0.045182,1.413748,-0.179141,-0.064393,-0.693512,-3.501892,-4.542160
0.698693,0.706429,-0.003269,0.635538,-0.270695,0.042420,-0.693512,-3.501892,-4.542160
0.705878,0.718404,0.051816,-0.524147,-0.514839,-0.079652,-0.693512,-3.501892,-4.542160
0.698693,0.774687,0.002718,-1.287099,-0.346990,-0.567941,-0.346756,-2.976608,-4.710388
0.732223,0.771094,-0.063144,-1.699092,-0.621653,-0.186465,-0.346756,-2.626419,-4.373932
0.774136,0.668109,-0.078712,-1.882200,-0.163882,0.423896,-0.866890,-3.151703,-4.878616
0.760963,0.554347,-0.108649,-5.345998,-0.057069,0.301823,-0.520134,-2.976608,-4.878616
0.726236,0.438189,-0.090687,0.116732,-0.362249,0.515450,-0.346756,-3.151703,-4.710388
0.695101,0.425017,-0.121822,1.459525,-0.697948,0.179751,-0.693512,-3.326797,-4.542160
0.708273,0.464534,-0.172117,2.680247,-0.316472,0.195010,-0.346756,-3.151703,-4.710388
0.842393,0.608234,-0.121822,3.275349,0.385443,-0.293278,-0.520134,-2.976608,-4.542160
0.818443,0.689664,-0.037997,2.695506,0.888991,-0.583200,-0.346756,-2.976608,-4.710388
0.722643,0.808217,-0.026022,1.444266,0.980545,-0.567941,-0.693512,-3.326797,-4.373932
0.654386,0.820192,0.049421,0.101473,0.782178,-0.522164,-0.693512,-3.501892,-4.542160
0.684323,0.781872,0.043433,-1.134508,0.385443,-0.491646,-0.520134,-3.326797,-4.542160
