7,-0.115834,-0.646220,0.065003,0.637522,-0.520134,-2.801514,-4.037476
1.606398,0.189109,-0.148167,-0.234226,-0.041810,0.027161,-0.173378,-2.976608,-3.869247
1.604003,0.143604,-0.176907,0.955978,-0.057069,-0.110170,-0.693512,-3.151703,-4.037476
1.589633,0.168752,-0.203252,2.130922,-0.102846,0.027161,-0.693512,-2.976608,-3.869247
1.592028,0.216652,-0.161339,2.710765,-0.438544,-0.186465,-0.693512,-2.801514,-4.037476
1.599213,0.281317,-0.079909,2.375067,-0.774243,-0.384833,-0.520134,-3.151703,-4.205704
1.625558,0.351969,-0.081107,1.749447,-0.316472,-0.583200,-0.693512,-2.626419,-3.701019
1.619571,0.482497,-0.091884,0.696574,-0.423285,-0.384833,-0.173378,-3.151703,-4.037476
1.630348,0.498064,-0.118229,-0.966659,-0.285954,-0.430610,-0.346756,-3.326797,-3.701019
1.623163,0.427412,-0.082304,-1.882200,-0.423285,-0.506905,-0.693512,-3.326797,-3.701019
1.613583,0.293292,-0.105057,-2.309453,-0.392767,-0.232242,-0.866890,-3.151703,-3.869247
1.602806,0.184319,-0.109847,-1.668574,-0.316472,-0.125429,-0.866890,-3.151703,-3.532791
1.613583,0.126839,-0.105057,-1.088731,-0.575875,-0.247501,-0.693512,-3.151703,-3.701019
1.643521,0.156777,-0.115834,-0.264744,-0.102846,0.195010,-0.346756,-3.326797,-3.869247
1.656693,0.181924,-0.103859,0.360876,-0.087587,0.149233,-0.346756,-2.976608,-3.869247
1.645916,0.211862,-0.149364,0.742351,-0.194400,0.393378,-0.866890,-2.801514,-4.037476
1.638731,0.211862,-0.099069,1.017014,-0.041810,0.378119,-0.346756,-2.976608,-4.037476
1.642323,0.254972,-0.154154,1.230640,0.309148,0.454414,-0.520134,-2.976608,-4.037476
1.650706,0.280119,-0.085897,1.505303,0.339666,0.469673,-0.520134,-3.151703,-4.205704
1.626756,0.308859,-0.088292,1.306935,0.431220,0.637522,-0.693512,-2.976608,-3.701019
1.608793,0.310057,-0.077514,0.391394,0.400702,0.744335,-0.866890,-2.801514,-3.869247
1.596818,0.314847,-0.090687,0.345617,0.141299,0.912184,-0.693512,-3.151703,-4.037476
1.592028,0.301674,-0.090687,0.025177,-0.163882,0.652781,-0.866890,-2.801514,-4.037476
1.644718,0.334007,-0.075119,-0.661479,0.095522,0.515450,-0.693512,-2.626419,-4.037476
1.633941,0.337599,-0.075119,-0.768292,-0.133364,0.698558,-0.346756,-2.976608,-4.205704
1.599213,0.304069,-0.124217,-1.012436,-0.118105,0.378119,-1.213646,-3.151703,-4.037476
1.606398,0.289699,-0.162537,-0.814069,0.003967,0.195010,-0.346756,-2.801514,-3.701019
1.619571,0.240602,-0.169722,-0.402075,-0.102846,-0.064393,-0.520134,-3.326797,-3.869247
1.639928,0.204677,-0.148167,0.391394,0.034485,-0.247501,-0.173378,-3.151703,-4.205704
1.607596,0.226232,-0.155352,0.727092,-0.026551,-0.293278,-0.693512,-2.801514,-3.869247
1.589633,0.238207,-0.136192,1.261158,-0.011292,-0.232242,-0.346756,-3.151703,-4.205704
1.626756,0.296884,-0.039194,0.635538,-0.194400,-0.400092,-0.693512,-2.976608,-4.037476
1.641126,0.366339,-0.091884,0.025177,0.080262,-0.247501,-0.693512,-2.976608,-4.205704
1.590831,0.614222,-0.069132,-0.722515,0.019226,-0.155947,-0.520134,-3.151703,-3.701019
1.575263,0.287304,-0.121822,-0.768292,-0.377508,-0.155947,-0.520134,-3.151703,-3.701019
1.613583,0.314847,-0.112242,-0.676738,-0.041810,0.164492,-0.520134,-3.151703,-3.701019
1.647113,0.292094,-0.101464,-0.966659,-0.026551,0.484932,-0.520134,-3.151703,-3.701019
1.631546,0.222639,-0.127809,-0.493629,-0.209659,0.072938,-0.520134,-3.151703,-3.701019
1.600411,0.225034,-0.099069,-0.310521,0.049744,0.088197,-0.520134,-3.151703,-3.701019
1.632743,0.262157,-0.139784,-0.020600,-0.255436,0.164492,-0.520134,-3.151703,-3.701019
1.635138,0.280119,-0.196067,0.284581,0.080262,0.133974,-0.520134,-3.151703,-3.701019
1.650706,0.278922,-0.105057,0.315099,0.400702,0.210269,-0.520134,-3.151703,-3.701019
1.609991,0.248984,-0.109847,0.223545,0.339666,0.378119,-0.346756,-2.801514,-4.037476
1.587238,0.231022,-0.087094,0.330358,0.003967,0.088197,-0.520134,-3.151703,-3.869247
1.553708,0.294489,-0.067934,0.101473,-0.163882,-0.125429,-0.520134,-3.326797,-3.701019
1.632743,0.359154,-0.058354,-0.157931,-0.148623,-0.140688,-0.520134,-2.976608,-3.869247
1.665076,0.355562,-0.076317,-1.165026,0.324407,-0.384833,-0.000000,-3.151703,-4.037476
1.644718,0.344784,-0.078712,-1.775387,0.370184,-0.278019,-0.520134,-2.976608,-4.037476
1.631546,0.276527,-0.132599,-1.973755,0.583810,-0.369574,-0.520134,-2.626419,-4.037476
1.619571,0.181924,-0.162537,-1.058213,0.888991,-0.567941,-0.693512,-2.801514,-4.373932
1.633941,0.147197,-0.131402,-0.600442,1.011063,-0.384833,-1.213646,-3.501892,-3.869247
1.624361,0.181924,-0.136192,0.177768,0.705882,-0.186465,-0.520134,-2.801514,-3.701019
1.631546,0.233417,-0.157747,0.757610,0.858473,-0.079652,-0.346756,-3.326797,-4.037476
1.618373,0.246589,-0.149364,0.727092,0.736400,0.118715,-0.866890,-2.976608,-3.701019
1.593226,0.244194,-0.140982,0.635538,0.995804,0.271305,-0.693512,-3.326797,-3.869247
1.578856,0.264552,-0.160142,0.666056,0.446479,0.332341,-0.693512,-2.626419,-4.542160
1.571671,0.234614,-0.154154,0.803388,0.675364,0.515450,-0.346756,-2.801514,-4.037476
1.598016,0.214257,-0.126612,1.032273,0.248112,0.576486,-0.520134,-3.151703,-3.869247
1.578856,0.209467,-0.082304,1.429007,0.293889,0.378119,-0.693512,-2.801514,-4.037476
1.604003,0.274132,-0.069132,0.849165,0.003967,0.378119,-0.520134,-2.976608,-3.869247
1.596818,0.390289,-0.070329,0.208286,-0.301213,0.500191,-0.173378,-2.801514,-4.037476
1.633941,0.425017,-0.089489,-0.341039,0.019226,0.088197,-0.520134,-2.801514,-3.869247
1.683038,0.405857,-0.125414,-1.287099,0.553292,0.072938,-1.040268,-2.976608,-3.701019
